_id,name,image,basename,suggestion,status
6a23b74839a93c10654099ab,"Codecov"],/uploads/gh-pack/logo-codecov-035d0f2e6d66080dab55e239603f77507ca8aa05d49f2ea4d36d9c49f9944ad9.jpg,,,ok
6a23b74839a93c10654099ac,"CARTO"],/uploads/gh-pack/logo-cartodb-a39687d6e75146a5834fb91b7496e1e5aa0c1328d032db4f86cdc428157bf6f5.jpg,,,ok
6a23b74839a93c10654099ad,"DeepScan"],/uploads/gh-pack/logo-deepscan-e7ccb26a858a6fcc24dde9ff7aedea6415b01fadd10cf7718da3aaf2141f93e0.jpg,,,ok
6a23b74939a93c10654099ae,"Blockchair"],/uploads/gh-pack/logo-blockchair-c0287e39c10fc653f9225561c9f8dc10c765adff4e2cab9fde1c6b64bbcb0e18.jpg,,,ok
6a23b74939a93c10654099af,"SimpleAnalytics"],/uploads/gh-pack/logo-simpleanalytics-00634f893cf6923e7b736e0a89d64068585f90ba756d5b8a12eda0b828e14f9a.jpg,,,ok
6a23b74939a93c10654099b0,"AstraSecurity"],/uploads/gh-pack/logo-astra-b6a87e51e50740c39fb44aeb1e66683bcbe7ca096362ee1f82e70cd1e4e3a614.jpg,,,ok
6a23b74939a93c10654099b1,"DevCycle"],/uploads/gh-pack/Color-logo-horizontal.png,,,ok
6a23b74939a93c10654099b2,"Honeybadger"],/uploads/gh-pack/logo-honeybadger-2a0f2c1697b0e92bce905a28387747f514614e87ed350f23677a549e679ae64d.jpg,,,ok
6a23b74939a93c10654099b3,"ConfigCat"],/uploads/gh-pack/logo-configcat-43ae43e3b778505f328c2a0633a071572aa3ecce1bea9dcea16c479e47930995.jpg,,,ok
6a23b74939a93c10654099b4,"Vaadin"],/uploads/gh-pack/logo-vaadin-f6fb52d9e85c8c6cb059e20ccdbd3bde608bb2625464d75e803abf8d53a6bb9e.jpg,,,ok
6a23b74939a93c10654099b5,"Themeisle"],/uploads/gh-pack/logo-themeisle-a7c55c5de45d9c8e84a0b149b3ca255239c73ce315d72b892b7b421bd70e89a0.jpg,,,ok
6a23b74939a93c10654099b6,"Dashlane"],/uploads/gh-pack/logo-dashlane-d1415f28e03d7f22211516aed32d203ca7e0c197653d109fd5114f5506593050.jpg,,,ok
6a23b74939a93c10654099b7,"SymfonyCasts"],/uploads/gh-pack/logo-symfonycasts-4f303f5edf0f0c6c1283ebf4dd5d29cb7018ba2f585c154ac61767dcae903f8c.jpg,,,ok
6a23b74939a93c10654099b8,"Appfigures"],/uploads/gh-pack/logo-appfigures-01663c1887ce9d4c7f2a47dfcf60e910187a1722df72a056d195201f27f793ab.jpg,,,ok
